episode_id,split,task,tool,tool_signature,features,length,stiffness,blocked_side,brace_available,fragile,ood_signature,oracle,oracle_reason,method,prediction,method_reason
8,train,sweep_debris,tool_001_flat_edge+long_shaft+wedge,flat_edge+long_shaft+wedge,flat_edge+long_shaft+wedge,2,4,front,1,0,1,True,valid_contact_trace,mutated_no_brace_gate,True,"grasp_handle -> lay_flat_edge_front -> sweep_with_support | hand:tool_handle,tool:target_front"
9,train,pry_lid,tool_032_narrow_tip+wedge,narrow_tip+wedge,narrow_tip+wedge,5,5,behind,1,1,1,False,breaks_fragile_target,contact_grammar,False,production_blocked_fragility
9,train,pry_lid,tool_032_narrow_tip+wedge,narrow_tip+wedge,narrow_tip+wedge,5,5,behind,1,1,1,False,breaks_fragile_target,unordered_contacts,True,required_contacts_present_without_order_or_role
9,train,pry_lid,tool_032_narrow_tip+wedge,narrow_tip+wedge,narrow_tip+wedge,5,5,behind,1,1,1,False,breaks_fragile_target,static_affordance,True,task_feature_affordance_match
9,train,pry_lid,tool_032_narrow_tip+wedge,narrow_tip+wedge,narrow_tip+wedge,5,5,behind,1,1,1,False,breaks_fragile_target,flat_pair_memory,False,unseen_task_tool_signature
9,train,pry_lid,tool_032_narrow_tip+wedge,narrow_tip+wedge,narrow_tip+wedge,5,5,behind,1,1,1,False,breaks_fragile_target,mutated_no_side_gate,False,production_blocked_fragility
9,train,pry_lid,tool_032_narrow_tip+wedge,narrow_tip+wedge,narrow_tip+wedge,5,5,behind,1,1,1,False,breaks_fragile_target,mutated_no_brace_gate,False,production_blocked_fragility
10,train,pull_occluded_object,tool_075_hook+wedge,hook+wedge,hook+wedge,4,4,inside,1,0,0,True,valid_contact_trace,contact_grammar,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
10,train,pull_occluded_object,tool_075_hook+wedge,hook+wedge,hook+wedge,4,4,inside,1,0,0,True,valid_contact_trace,unordered_contacts,True,required_contacts_present_without_order_or_role
10,train,pull_occluded_object,tool_075_hook+wedge,hook+wedge,hook+wedge,4,4,inside,1,0,0,True,valid_contact_trace,static_affordance,True,task_feature_affordance_match
10,train,pull_occluded_object,tool_075_hook+wedge,hook+wedge,hook+wedge,4,4,inside,1,0,0,True,valid_contact_trace,flat_pair_memory,True,memorized_task_tool_signature
10,train,pull_occluded_object,tool_075_hook+wedge,hook+wedge,hook+wedge,4,4,inside,1,0,0,True,valid_contact_trace,mutated_no_side_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
10,train,pull_occluded_object,tool_075_hook+wedge,hook+wedge,hook+wedge,4,4,inside,1,0,0,True,valid_contact_trace,mutated_no_brace_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
11,train,tamp_powder,tool_074_hook,hook,hook,3,4,inside,1,0,1,False,missing_feature:flat_end,contact_grammar,False,production_blocked_missing_flat_end
11,train,tamp_powder,tool_074_hook,hook,hook,3,4,inside,1,0,1,False,missing_feature:flat_end,unordered_contacts,False,missing_static_contact_label
11,train,tamp_powder,tool_074_hook,hook,hook,3,4,inside,1,0,1,False,missing_feature:flat_end,static_affordance,False,no_affordance_region_flat_end
11,train,tamp_powder,tool_074_hook,hook,hook,3,4,inside,1,0,1,False,missing_feature:flat_end,flat_pair_memory,False,unseen_task_tool_signature
11,train,tamp_powder,tool_074_hook,hook,hook,3,4,inside,1,0,1,False,missing_feature:flat_end,mutated_no_side_gate,False,production_blocked_missing_flat_end
11,train,tamp_powder,tool_074_hook,hook,hook,3,4,inside,1,0,1,False,missing_feature:flat_end,mutated_no_brace_gate,False,production_blocked_missing_flat_end
12,train,pull_occluded_object,tool_026_hook+soft_pad,hook+soft_pad,hook+soft_pad,2,3,under,1,0,0,True,valid_contact_trace,contact_grammar,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
12,train,pull_occluded_object,tool_026_hook+soft_pad,hook+soft_pad,hook+soft_pad,2,3,under,1,0,0,True,valid_contact_trace,unordered_contacts,True,required_contacts_present_without_order_or_role
12,train,pull_occluded_object,tool_026_hook+soft_pad,hook+soft_pad,hook+soft_pad,2,3,under,1,0,0,True,valid_contact_trace,static_affordance,True,task_feature_affordance_match
12,train,pull_occluded_object,tool_026_hook+soft_pad,hook+soft_pad,hook+soft_pad,2,3,under,1,0,0,True,valid_contact_trace,flat_pair_memory,True,memorized_task_tool_signature
12,train,pull_occluded_object,tool_026_hook+soft_pad,hook+soft_pad,hook+soft_pad,2,3,under,1,0,0,True,valid_contact_trace,mutated_no_side_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
12,train,pull_occluded_object,tool_026_hook+soft_pad,hook+soft_pad,hook+soft_pad,2,3,under,1,0,0,True,valid_contact_trace,mutated_no_brace_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
13,train,drag_distant_ring,hook_rod,hook+long_shaft,hook+long_shaft,4,3,none,1,0,0,True,valid_contact_trace,contact_grammar,True,"grasp_handle -> thread_hook_inside -> drag_with_tension | hand:tool_handle,tool:target_inside"
13,train,drag_distant_ring,hook_rod,hook+long_shaft,hook+long_shaft,4,3,none,1,0,0,True,valid_contact_trace,unordered_contacts,True,required_contacts_present_without_order_or_role
13,train,drag_distant_ring,hook_rod,hook+long_shaft,hook+long_shaft,4,3,none,1,0,0,True,valid_contact_trace,static_affordance,True,task_feature_affordance_match
13,train,drag_distant_ring,hook_rod,hook+long_shaft,hook+long_shaft,4,3,none,1,0,0,True,valid_contact_trace,flat_pair_memory,True,memorized_task_tool_signature
13,train,drag_distant_ring,hook_rod,hook+long_shaft,hook+long_shaft,4,3,none,1,0,0,True,valid_contact_trace,mutated_no_side_gate,True,"grasp_handle -> thread_hook_inside -> drag_with_tension | hand:tool_handle,tool:target_inside"
13,train,drag_distant_ring,hook_rod,hook+long_shaft,hook+long_shaft,4,3,none,1,0,0,True,valid_contact_trace,mutated_no_brace_gate,True,"grasp_handle -> thread_hook_inside -> drag_with_tension | hand:tool_handle,tool:target_inside"
14,train,press_recessed_button,tool_082_long_shaft+wedge,long_shaft+wedge,long_shaft+wedge,5,5,under,1,0,1,False,missing_feature:narrow_tip,contact_grammar,False,production_blocked_missing_narrow_tip
14,train,press_recessed_button,tool_082_long_shaft+wedge,long_shaft+wedge,long_shaft+wedge,5,5,under,1,0,1,False,missing_feature:narrow_tip,unordered_contacts,False,missing_static_contact_label
14,train,press_recessed_button,tool_082_long_shaft+wedge,long_shaft+wedge,long_shaft+wedge,5,5,under,1,0,1,False,missing_feature:narrow_tip,static_affordance,False,no_affordance_region_narrow_tip
14,train,press_recessed_button,tool_082_long_shaft+wedge,long_shaft+wedge,long_shaft+wedge,5,5,under,1,0,1,False,missing_feature:narrow_tip,flat_pair_memory,False,unseen_task_tool_signature
14,train,press_recessed_button,tool_082_long_shaft+wedge,long_shaft+wedge,long_shaft+wedge,5,5,under,1,0,1,False,missing_feature:narrow_tip,mutated_no_side_gate,False,production_blocked_missing_narrow_tip
14,train,press_recessed_button,tool_082_long_shaft+wedge,long_shaft+wedge,long_shaft+wedge,5,5,under,1,0,1,False,missing_feature:narrow_tip,mutated_no_brace_gate,False,production_blocked_missing_narrow_tip
15,train,pry_lid,tool_080_flat_end+wedge,flat_end+wedge,flat_end+wedge,1,4,under,1,1,1,False,too_short,contact_grammar,False,production_blocked_length
15,train,pry_lid,tool_080_flat_end+wedge,flat_end+wedge,flat_end+wedge,1,4,under,1,1,1,False,too_short,unordered_contacts,False,missing_static_contact_label
15,train,pry_lid,tool_080_flat_end+wedge,flat_end+wedge,flat_end+wedge,1,4,under,1,1,1,False,too_short,static_affordance,True,task_feature_affordance_match
15,train,pry_lid,tool_080_flat_end+wedge,flat_end+wedge,flat_end+wedge,1,4,under,1,1,1,False,too_short,flat_pair_memory,True,memorized_task_tool_signature
15,train,pry_lid,tool_080_flat_end+wedge,flat_end+wedge,flat_end+wedge,1,4,under,1,1,1,False,too_short,mutated_no_side_gate,False,production_blocked_length
15,train,pry_lid,tool_080_flat_end+wedge,flat_end+wedge,flat_end+wedge,1,4,under,1,1,1,False,too_short,mutated_no_brace_gate,False,production_blocked_length
16,train,pull_occluded_object,tool_076_hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,5,1,under,0,0,1,True,valid_contact_trace,contact_grammar,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
16,train,pull_occluded_object,tool_076_hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,5,1,under,0,0,1,True,valid_contact_trace,unordered_contacts,True,required_contacts_present_without_order_or_role
16,train,pull_occluded_object,tool_076_hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,5,1,under,0,0,1,True,valid_contact_trace,static_affordance,True,task_feature_affordance_match
16,train,pull_occluded_object,tool_076_hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,5,1,under,0,0,1,True,valid_contact_trace,flat_pair_memory,True,memorized_task_tool_signature
16,train,pull_occluded_object,tool_076_hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,5,1,under,0,0,1,True,valid_contact_trace,mutated_no_side_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
16,train,pull_occluded_object,tool_076_hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,hook+long_shaft+narrow_tip,5,1,under,0,0,1,True,valid_contact_trace,mutated_no_brace_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
17,train,tamp_powder,tool_066_flat_end+wedge,flat_end+wedge,flat_end+wedge,4,5,top,1,0,1,True,valid_contact_trace,contact_grammar,True,"grasp_handle -> place_flat_end_top -> compress_normal | hand:tool_handle,tool:target_top"
17,train,tamp_powder,tool_066_flat_end+wedge,flat_end+wedge,flat_end+wedge,4,5,top,1,0,1,True,valid_contact_trace,unordered_contacts,True,required_contacts_present_without_order_or_role
17,train,tamp_powder,tool_066_flat_end+wedge,flat_end+wedge,flat_end+wedge,4,5,top,1,0,1,True,valid_contact_trace,static_affordance,True,task_feature_affordance_match
17,train,tamp_powder,tool_066_flat_end+wedge,flat_end+wedge,flat_end+wedge,4,5,top,1,0,1,True,valid_contact_trace,flat_pair_memory,True,memorized_task_tool_signature
17,train,tamp_powder,tool_066_flat_end+wedge,flat_end+wedge,flat_end+wedge,4,5,top,1,0,1,True,valid_contact_trace,mutated_no_side_gate,True,"grasp_handle -> place_flat_end_top -> compress_normal | hand:tool_handle,tool:target_top"
17,train,tamp_powder,tool_066_flat_end+wedge,flat_end+wedge,flat_end+wedge,4,5,top,1,0,1,True,valid_contact_trace,mutated_no_brace_gate,True,"grasp_handle -> place_flat_end_top -> compress_normal | hand:tool_handle,tool:target_top"
18,train,pull_occluded_object,tool_101_hook+long_shaft+wedge,hook+long_shaft+wedge,hook+long_shaft+wedge,2,5,inside,1,1,1,True,valid_contact_trace,contact_grammar,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
18,train,pull_occluded_object,tool_101_hook+long_shaft+wedge,hook+long_shaft+wedge,hook+long_shaft+wedge,2,5,inside,1,1,1,True,valid_contact_trace,unordered_contacts,True,required_contacts_present_without_order_or_role
18,train,pull_occluded_object,tool_101_hook+long_shaft+wedge,hook+long_shaft+wedge,hook+long_shaft+wedge,2,5,inside,1,1,1,True,valid_contact_trace,static_affordance,True,task_feature_affordance_match
18,train,pull_occluded_object,tool_101_hook+long_shaft+wedge,hook+long_shaft+wedge,hook+long_shaft+wedge,2,5,inside,1,1,1,True,valid_contact_trace,flat_pair_memory,True,memorized_task_tool_signature
18,train,pull_occluded_object,tool_101_hook+long_shaft+wedge,hook+long_shaft+wedge,hook+long_shaft+wedge,2,5,inside,1,1,1,True,valid_contact_trace,mutated_no_side_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
18,train,pull_occluded_object,tool_101_hook+long_shaft+wedge,hook+long_shaft+wedge,hook+long_shaft+wedge,2,5,inside,1,1,1,True,valid_contact_trace,mutated_no_brace_gate,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
19,train,tamp_powder,tool_038_flat_end,flat_end,flat_end,4,2,under,1,0,1,False,too_compliant,contact_grammar,False,production_blocked_stiffness
19,train,tamp_powder,tool_038_flat_end,flat_end,flat_end,4,2,under,1,0,1,False,too_compliant,unordered_contacts,True,required_contacts_present_without_order_or_role
19,train,tamp_powder,tool_038_flat_end,flat_end,flat_end,4,2,under,1,0,1,False,too_compliant,static_affordance,True,task_feature_affordance_match
19,train,tamp_powder,tool_038_flat_end,flat_end,flat_end,4,2,under,1,0,1,False,too_compliant,flat_pair_memory,True,memorized_task_tool_signature
19,train,tamp_powder,tool_038_flat_end,flat_end,flat_end,4,2,under,1,0,1,False,too_compliant,mutated_no_side_gate,False,production_blocked_stiffness
19,train,tamp_powder,tool_038_flat_end,flat_end,flat_end,4,2,under,1,0,1,False,too_compliant,mutated_no_brace_gate,False,production_blocked_stiffness
20,train,press_recessed_button,tool_096_hinge+soft_pad,hinge+soft_pad,hinge+soft_pad,4,1,behind,1,1,1,False,missing_feature:narrow_tip,contact_grammar,False,production_blocked_missing_narrow_tip
20,train,press_recessed_button,tool_096_hinge+soft_pad,hinge+soft_pad,hinge+soft_pad,4,1,behind,1,1,1,False,missing_feature:narrow_tip,unordered_contacts,False,missing_static_contact_label
20,train,press_recessed_button,tool_096_hinge+soft_pad,hinge+soft_pad,hinge+soft_pad,4,1,behind,1,1,1,False,missing_feature:narrow_tip,static_affordance,False,no_affordance_region_narrow_tip
20,train,press_recessed_button,tool_096_hinge+soft_pad,hinge+soft_pad,hinge+soft_pad,4,1,behind,1,1,1,False,missing_feature:narrow_tip,flat_pair_memory,False,unseen_task_tool_signature
20,train,press_recessed_button,tool_096_hinge+soft_pad,hinge+soft_pad,hinge+soft_pad,4,1,behind,1,1,1,False,missing_feature:narrow_tip,mutated_no_side_gate,False,production_blocked_missing_narrow_tip
20,train,press_recessed_button,tool_096_hinge+soft_pad,hinge+soft_pad,hinge+soft_pad,4,1,behind,1,1,1,False,missing_feature:narrow_tip,mutated_no_brace_gate,False,production_blocked_missing_narrow_tip
21,train,pull_occluded_object,tool_007_flat_edge+hook,flat_edge+hook,flat_edge+hook,1,5,inside,1,0,1,False,too_short,contact_grammar,False,production_blocked_length
21,train,pull_occluded_object,tool_007_flat_edge+hook,flat_edge+hook,flat_edge+hook,1,5,inside,1,0,1,False,too_short,unordered_contacts,False,missing_static_contact_label
21,train,pull_occluded_object,tool_007_flat_edge+hook,flat_edge+hook,flat_edge+hook,1,5,inside,1,0,1,False,too_short,static_affordance,True,task_feature_affordance_match
21,train,pull_occluded_object,tool_007_flat_edge+hook,flat_edge+hook,flat_edge+hook,1,5,inside,1,0,1,False,too_short,flat_pair_memory,True,memorized_task_tool_signature
21,train,pull_occluded_object,tool_007_flat_edge+hook,flat_edge+hook,flat_edge+hook,1,5,inside,1,0,1,False,too_short,mutated_no_side_gate,False,production_blocked_length
21,train,pull_occluded_object,tool_007_flat_edge+hook,flat_edge+hook,flat_edge+hook,1,5,inside,1,0,1,False,too_short,mutated_no_brace_gate,False,production_blocked_length
22,train,pry_lid,tool_006_soft_pad,soft_pad,soft_pad,4,3,top,1,0,1,False,missing_feature:wedge,contact_grammar,False,production_blocked_missing_wedge
22,train,pry_lid,tool_006_soft_pad,soft_pad,soft_pad,4,3,top,1,0,1,False,missing_feature:wedge,unordered_contacts,False,missing_static_contact_label
22,train,pry_lid,tool_006_soft_pad,soft_pad,soft_pad,4,3,top,1,0,1,False,missing_feature:wedge,static_affordance,False,no_affordance_region_wedge
22,train,pry_lid,tool_006_soft_pad,soft_pad,soft_pad,4,3,top,1,0,1,False,missing_feature:wedge,flat_pair_memory,False,unseen_task_tool_signature
22,train,pry_lid,tool_006_soft_pad,soft_pad,soft_pad,4,3,top,1,0,1,False,missing_feature:wedge,mutated_no_side_gate,False,production_blocked_missing_wedge
22,train,pry_lid,tool_006_soft_pad,soft_pad,soft_pad,4,3,top,1,0,1,False,missing_feature:wedge,mutated_no_brace_gate,False,production_blocked_missing_wedge
23,train,pull_occluded_object,tool_095_flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,5,3,front,1,0,1,True,valid_contact_trace,contact_grammar,True,"grasp_handle -> seat_hook_behind -> draw_along_axis | hand:tool_handle,tool:target_behind"
23,train,pull_occluded_object,tool_095_flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,5,3,front,1,0,1,True,valid_contact_trace,unordered_contacts,True,required_contacts_present_without_order_or_role
23,train,pull_occluded_object,tool_095_flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,5,3,front,1,0,1,True,valid_contact_trace,static_affordance,True,task_feature_affordance_match
23,train,pull_occluded_object,tool_095_flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,flat_edge+hook+long_shaft,5,3,front,1,0,1,True,valid_contact_trace,flat_pair_memory,False,unseen_task_tool_signature
